ID,Gender,Location,Employment_Type,Work_Format,Company_Size,Experience_Level,Sector,Position,Average_Salary,J,L,Average_Salary_Numeric
1371,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Tekstil ve Hazır Giyim,İhracat Uzmanı,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
1372,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Tekstil ve Hazır Giyim,Ürün Planlama Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1373,Kadın,Türkiye,Yarı zamanlı,Uzaktan,1-49,9-12 Yıl,Tekstil ve Hazır Giyim,Stil Danışmanı,51.000-60.000 TL,Ek gelirim yok,Henuz belli degil,55500.0
1374,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,Tekstil ve Hazır Giyim,Merchandiser,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1375,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Tekstil ve Hazır Giyim,Sosyal Uygunluk Denetçisi,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1376,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Tekstil ve Hazır Giyim,Magaza Müdürü,10.000-20.000 TL,20.000-30.000 TL,Almadım,15000.0
1377,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,9-12 Yıl,Tekstil ve Hazır Giyim,Senior District Manager,71.000-80.000 TL,20.000-30.000 TL,%21-%35,75500.0
1378,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,9-12 Yıl,Tekstil ve Hazır Giyim,Moda Tasarımcısı,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
1379,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Tekstil ve Hazır Giyim,Üretim Müdürü,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
1380,Kadın,Türkiye,Yarı zamanlı,Hybrid,100-149,1-3 Yıl,Tekstil ve Hazır Giyim,Satış Danışmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1381,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Tekstil ve Hazır Giyim,E Ticaret Müdürü,81.000-90.000 TL,Ek gelirim yok,%11-%20,85500.0
1382,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Tekstil ve Hazır Giyim,Modelist,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1383,Kadın,Türkiye,Yarı zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Tekstil ve Hazır Giyim,Satış Danışmanı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1384,Erkek,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,7-9 Yıl,Tekstil ve Hazır Giyim,Senior Business Intelligence Specialist,81.000-90.000 TL,20.000-30.000 TL,Almadım,85500.0
1385,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,12 ve ustu,Tekstil ve Hazır Giyim,Uluslararası Kapasite Planlama Ve Analiz Uzmanı,41.000-50.000 TL,20.000-30.000 TL,Almadım,45500.0
1386,Kadın,Türkiye,Yarı zamanlı,Hybrid,1-49,1-3 Yıl,Tekstil ve Hazır Giyim,Office Supporter,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1387,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Tekstil ve Hazır Giyim,İç Denetim Sorunlusu,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
1388,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Tekstil ve Hazır Giyim,Kıdemli Bütçe Ve Raporlama Uzmanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1389,Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,0-1 Yıl,Tekstil ve Hazır Giyim,Satış Danışmanı,10.000-20.000 TL,Ek gelirim yok,%11-%20,15000.0
1390,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Tekstil ve Hazır Giyim,Satış Danışmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1391,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,12 ve ustu,Tekstil ve Hazır Giyim,Satış Pazarlama Direktörü,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
1392,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Tekstil ve Hazır Giyim,Endüstri Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1393,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Tekstil ve Hazır Giyim,Planlama Ve Satış Uzmanı,41.000-50.000 TL,31.000-50.000 TL,Almadım,45500.0
1394,Kadın,Yurt dışı,Yarı zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Tekstil ve Hazır Giyim,Tasarımcı,41.000-50.000 TL,31.000-50.000 TL,Henuz belli degil,45500.0
1395,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Tekstil ve Hazır Giyim,Üretim Mühendisi,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1396,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Tekstil ve Hazır Giyim,Satış Ve Pazarlama Asistanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1397,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Tekstil ve Hazır Giyim,Satis Pazarlama,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1398,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Tekstil ve Hazır Giyim,E Ticaret Uzmanı,31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
1399,Erkek,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Tekstil ve Hazır Giyim,Satınalma Sorumlusu,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
1400,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Tekstil ve Hazır Giyim,Business Solutions Specialist,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
1401,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Tekstil ve Hazır Giyim,Management Trainee,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1402,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Tekstil ve Hazır Giyim,İnsan Kaynakları Uzman Yardımcısı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1403,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Tekstil ve Hazır Giyim,Veri Giriş Asistanı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1404,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Tekstil ve Hazır Giyim,Müşteri Ilişkileri Yetkilisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1405,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Tekstil ve Hazır Giyim,Product Manager,41.000-50.000 TL,31.000-50.000 TL,Almadım,45500.0
1406,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Tekstil ve Hazır Giyim,Satınalma Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1407,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Tekstil ve Hazır Giyim,Planlama Uzmanı,31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
1408,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Tekstil ve Hazır Giyim,Bütçe Ve Raporlama Uzmanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1409,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Tekstil ve Hazır Giyim,Endüstri Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1410,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Tekstil ve Hazır Giyim,Branş Manager,31.000-40.000 TL,111.000-150.000 TL,Almadım,35500.0
1411,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,Tekstil ve Hazır Giyim,İhacat Müsteri Temsilcisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1412,Kadın,Türkiye,Yarı zamanlı,Uzaktan,1-49,9-12 Yıl,Tekstil ve Hazır Giyim,Stil Ve Renk Uzmanı,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
1413,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,5-7 Yıl,Tekstil ve Hazır Giyim,Sosyal Uygunluk Ve Denetim,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1414,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Tekstil ve Hazır Giyim,Satış Uzmanı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1415,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,12 ve ustu,Tekstil ve Hazır Giyim,Satış Pazarlama,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
1416,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Tekstil ve Hazır Giyim,Kıdemli Bütçe Ve Raporlama Uzmanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1417,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Telekomünikasyon,Çağrı Merkezi Müşteri Temsilcisi,10.000-20.000 TL,10.000-30.000 TL,Almadım,15000.0
1418,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Telekomünikasyon,Pazarlama Uzmanı,21.000-30.000 TL,10.000-30.000 TL,Almadım,25500.0
1419,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Telekomünikasyon,Product Lead,41.000-50.000 TL,51.000-70.000 TL,Almadım,45500.0
1420,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Telekomünikasyon,Test Mühendisliği,31.000-40.000 TL,31.000-50.000 TL,%11-%20,35500.0
1421,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Telekomünikasyon,Müşteri Temsilcisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1422,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Telekomünikasyon,Test Mühendisi,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
1423,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Telekomünikasyon,Content Moderator,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1424,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Telekomünikasyon,Müşteri Hizmetleri Temsilcisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1425,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,9-12 Yıl,Telekomünikasyon,Bölge Yöneticisi,51.000-60.000 TL,31.000-50.000 TL,%21-%35,55500.0
1426,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Telekomünikasyon,Içerik Moderatörü,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1427,Kadın,Yurt dışı,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Telekomünikasyon,Müşteri Destek Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1428,Kadın,Türkiye,Tam zamanlı,Uzaktan,150-199,3-5 Yıl,Telekomünikasyon,Müşteri Temsilcisi,31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
1429,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Telekomünikasyon,Test Mühendisi,21.000-30.000 TL,20.000-30.000 TL,%11-%20,25500.0
1430,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,3-5 Yıl,Telekomünikasyon,İnsan Kaynakları Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1431,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Telekomünikasyon,Müşteri Temsilcisi,10.000-20.000 TL,31.000-50.000 TL,Almadım,15000.0
1432,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,12 ve ustu,Telekomünikasyon,Technology Internal Controller,101.000-120.000 TL,150.000 TL ve üstü,%21-%35,110500.0
1433,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,12 ve ustu,Telekomünikasyon,Ön Muhasebe,21.000-30.000 TL,Ek gelirim yok,%21-%35,25500.0
1434,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Telekomünikasyon,Müşteri Temsilcisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1435,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,0-1 Yıl,Telekomünikasyon,Çağrı Merkezi,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
1436,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Telekomünikasyon,Fiyatlandırma Uzmanı,61.000-70.000 TL,111.000-150.000 TL,%21-%35,65500.0
1437,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,9-12 Yıl,Telekomünikasyon,Project Executive,61.000-70.000 TL,Ek gelirim yok,%11-%20,65500.0
1438,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Telekomünikasyon,Müşteri Danışmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1439,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Telekomünikasyon,Crm Takım Lideri,41.000-50.000 TL,31.000-50.000 TL,Almadım,45500.0
1440,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Telekomünikasyon,Software Developer,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
1441,Erkek,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Telekomünikasyon,Yazılım Test Mühendisi,51.000-60.000 TL,20.000-30.000 TL,%11-%20,55500.0
1442,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Telekomünikasyon,Denetçi,61.000-70.000 TL,91.000-110.000 TL,%21-%35,65500.0
1443,Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,1-3 Yıl,Telekomünikasyon,Senior Network Security Engineer,61.000-70.000 TL,Ek gelirim yok,Almadım,65500.0
1444,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Telekomünikasyon,Müşteri Temsilcisi,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1445,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Telekomünikasyon,İnsan Kaynakları Uzman Yardımcısı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1446,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Telekomünikasyon,Kalite Uzmanı,41.000-50.000 TL,20.000-30.000 TL,%11-%20,45500.0
1447,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Telekomünikasyon,Marketplace Intern,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1448,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,3-5 Yıl,Telekomünikasyon,İnsan Kaynakları Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1449,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,9-12 Yıl,Telekomünikasyon,Dijital,91.000-100.000 TL,91.000-110.000 TL,%21-%35,95500.0
1450,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,3-5 Yıl,Turizm ve Konaklama,Satin Alma Uzmani,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1451,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Turizm ve Konaklama,Insan Kaynakları Memuru,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1452,Kadın,Yurt dışı,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Turizm ve Konaklama,Kat Hizmetlisi,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1453,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Turizm ve Konaklama,İşletme Müdürü,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1454,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Turizm ve Konaklama,İç Pazar Satış Temsilcisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1455,Kadın,Türkiye,Tam zamanlı,Hybrid,100-149,0-1 Yıl,Turizm ve Konaklama,Migration & Support Executive,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
1456,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Turizm ve Konaklama,Dijital Pazarlama Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1457,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Turizm ve Konaklama,Operasyon Müdürü,51.000-60.000 TL,51.000-70.000 TL,%11-%20,55500.0
1458,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Turizm ve Konaklama,Misafir İlişkileri Elemanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1459,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,7-9 Yıl,Turizm ve Konaklama,Head Sommelier,21.000-30.000 TL,31.000-50.000 TL,Almadım,25500.0
1460,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Turizm ve Konaklama,Kurumsal İletişim Uzmanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1461,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Turizm ve Konaklama,Operasyon Sorumlusu,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1462,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,9-12 Yıl,Turizm ve Konaklama,Spa Supervısor,21.000-30.000 TL,150.000 TL ve üstü,Almadım,25500.0
1463,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Turizm ve Konaklama,İnsan Kaynakları Stajyeri,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1464,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Turizm ve Konaklama,Insan Kaynaklari Uzmani,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1465,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Turizm ve Konaklama,Sağlık Turizmi Satış Temsilcisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1466,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,3-5 Yıl,Turizm ve Konaklama,Müze Ziyaretçi İlişkileri Görevlisi,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
1467,Kadın,Yurt dışı,Tam zamanlı,Ofiste,50-99,3-5 Yıl,Turizm ve Konaklama,Muhasebe Memuru,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
1468,Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Turizm ve Konaklama,Müşteri Deneyimi Uzman Yardımcısı,21.000-30.000 TL,31.000-50.000 TL,%5-%10,25500.0
1469,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Turizm ve Konaklama,Hr Specialist,31.000-40.000 TL,31.000-50.000 TL,%11-%20,35500.0
1470,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Turizm ve Konaklama,Ik Uzmani,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1471,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,3-5 Yıl,Turizm ve Konaklama,Event Specialist,31.000-40.000 TL,91.000-110.000 TL,Almadım,35500.0
1472,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,7-9 Yıl,Turizm ve Konaklama,Kıdemli Dijital Pazarlama Uzmanı,61.000-70.000 TL,Ek gelirim yok,%21-%35,65500.0
1473,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,5-7 Yıl,Turizm ve Konaklama,Sosyal Medya Koordinatörü,51.000-60.000 TL,Ek gelirim yok,%5-%10,55500.0
1474,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Turizm ve Konaklama,Sağlık Turizmi Satış,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1475,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Turizm ve Konaklama,Dijital Pazarlama Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1476,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,3-5 Yıl,Turizm ve Konaklama,Satış Ve Pazarlama Sorumlusu,21.000-30.000 TL,71.000-90.000 TL,Almadım,25500.0
1477,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Üretim,Veri Giriş Ve Raporlama,10.000-20.000 TL,31.000-50.000 TL,Almadım,15000.0
1478,Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,7-9 Yıl,Üretim,Demand Planner,51.000-60.000 TL,10.000-30.000 TL,Almadım,55500.0
1479,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Üretim,Satış Temsilcisi,21.000-30.000 TL,10.000-30.000 TL,Almadım,25500.0
1480,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Üretim,Koruyucu Bakım Teknikeri,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1481,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Üretim,Satın Alm Sorumlusu,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
1482,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Üretim,Planlama Sorumlusu,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1483,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Üretim,Endüstri Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1484,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Üretim,İhracat Sorumlusu,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1485,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Üretim,Üretim Uzman Yardımcısı,41.000-50.000 TL,150.000 TL ve üstü,Almadım,45500.0
1486,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Üretim,Planlama Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1487,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,5-7 Yıl,Üretim,Satıs Ve Pazarlama,21.000-30.000 TL,51.000-70.000 TL,%5-%10,25500.0
1488,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Üretim,Üretim Personeli,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
1489,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,0-1 Yıl,Üretim,Yönetici Asistanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1490,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Üretim,İhracat Sorumlusu,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1491,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Üretim,Tasarım Uzmanı,41.000-50.000 TL,Ek gelirim yok,%21-%35,45500.0
1492,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Üretim,Kalite Müdürü,51.000-60.000 TL,31.000-50.000 TL,%51-%70,55500.0
1493,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Üretim,"Ar-Ge Ve Maliyet, Ruhsatlandırma",21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1494,Erkek,Türkiye,Tam zamanlı,Ofiste,50-99,3-5 Yıl,Üretim,Kalite Kontrol,41.000-50.000 TL,111.000-150.000 TL,%21-%35,45500.0
1495,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Üretim,Bütçe Planlama Ve Finansal Kontrol Uzman Yardımcısı,41.000-50.000 TL,20.000-30.000 TL,Almadım,45500.0
1496,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Üretim,Sistem Geliştirme Uzman Yardımcısı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1497,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Üretim,Maliyet Muhasebesi Uzman Yardımcısı,41.000-50.000 TL,Ek gelirim yok,%21-%35,45500.0
1498,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Üretim,Satış Destek Uzmanı,31.000-40.000 TL,71.000-90.000 TL,%21-%35,35500.0
1499,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Üretim,Kıdemli Veri Analisti,61.000-70.000 TL,91.000-110.000 TL,Almadım,65500.0
1500,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Üretim,Project Specialist,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1501,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Üretim,Teknik Ressam,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1502,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Üretim,Satın Alma Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1503,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,9-12 Yıl,Üretim,International Business Manager,51.000-60.000 TL,111.000-150.000 TL,%5-%10,55500.0
1504,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,0-1 Yıl,Üretim,Ön Muhasebeci,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1505,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Üretim,İk & İdari İşler Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1506,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Üretim,Dış Ticaret Sorumlusu/Dış Ticaret Elemanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1507,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,9-12 Yıl,Üretim,Bordro Uzmanı,41.000-50.000 TL,71.000-90.000 TL,%5-%10,45500.0
1508,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Üretim,Teknik Servis Sorumlusu,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
